Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
-0.177	0.172	0.159	0.244	-0.166	-0.226	-0.19	0.104	0.896
-0.207	0.264	-0.182	0.0919	-0.274	0.0611	-0.121	-0.278	0.809
0.253	0.0531	0.27	-0.139	-0.207	0.234	0.073	-0.178	0.78
0.0935	0.11	0.0991	-0.28	0.187	0.142	-0.228	0.0187	0.946
0.291	0.19	0.00576	0.0267	-0.312	0.0616	0.187	-0.103	0.744
0.295	-0.251	-0.0351	0.138	0.0615	-0.171	0.166	-0.237	0.865
0.153	-0.052	0.062	0.221	0.213	0.0396	0.194	-0.125	0.854
0.0338	0.117	0.0805	-0.104	0.0494	-0.0152	0.098	-0.27	0.865
-0.264	0.308	0.0311	-0.0941	-0.25	0.0944	-0.0782	-0.303	0.845
-0.236	-0.117	-0.144	-0.292	0.0766	0.147	0.232	-0.301	0.936
0.118	-0.0835	-0.172	-0.117	0.0177	0.0391	-0.0847	-0.143	0.954
-0.00143	-0.151	0.286	0.236	0.215	-0.294	0.272	-0.143	0.862
-0.207	0.242	-0.0824	-0.0938	0.0817	-0.226	0.293	-0.313	0.944
-0.0117	0.241	-0.215	-0.239	-0.284	-0.0142	0.166	0.117	0.868
-0.262	0.115	-0.11	0.253	0.0407	0.0895	-0.125	-0.169	0.92
0.228	-0.206	-0.224	0.00343	0.0777	-0.155	0.0318	0.141	0.969
-0.145	-0.2	-0.136	-0.203	-0.182	0.0775	-0.309	-0.138	0.961
0.225	0.139	0.288	0.121	-0.19	-0.0218	0.275	0.107	0.749
-0.0686	0.0437	0.147	-0.205	-0.0754	-0.139	-0.182	-0.064	0.935
0.0144	0.0434	0.137	-0.199	-0.0355	0.0378	0.295	-0.284	0.816
0.23	-0.0784	-0.156	-0.274	0.11	0.119	-0.0525	0.106	0.98
-0.0403	0.23	0.233	0.000875	-0.296	-0.0105	0.164	-0.103	0.779
-0.0421	0.209	-0.172	0.248	-0.113	0.122	0.0294	-0.00392	0.827
-0.0734	-0.201	-0.229	-0.111	0.314	-0.0871	-0.211	0.107	1.08
0.259	0.182	0.0828	0.059	0.131	-0.0688	-0.273	0.0862	0.916
-0.112	0.0259	-0.149	0.173	0.0913	-0.176	-0.0124	-0.307	0.93
-0.226	-0.181	0.0171	0.218	0.286	-0.233	0.21	-0.00734	0.96
-0.107	-0.0766	-0.0507	0.0558	-0.142	-0.0593	0.215	-0.156	0.853
-0.224	0.154	-0.162	-0.313	-0.148	-0.161	0.274	-0.156	0.912
-0.0925	0.0212	-0.215	0.285	0.281	0.0914	-0.028	0.207	0.992
0.126	-0.16	0.137	0.215	0.102	-0.0668	-0.176	-0.141	0.892
-0.0682	0.102	0.172	-0.0292	-0.312	-0.12	0.0589	0.00493	0.824
0.298	-0.0452	-0.12	-0.296	-0.197	-0.21	0.213	-0.0159	0.899
-0.0914	0.0246	-0.245	-0.0369	-0.0424	0.311	-0.213	0.185	0.944
-0.0246	0.21	-0.22	-0.0305	0.112	0.0641	0.126	-0.178	0.948
0.165	0.0624	0.117	0.0982	-0.223	0.0443	0.0576	0.298	0.81
0.17	0.0138	-0.0815	-0.305	0.146	0.19	0.0175	-0.259	0.933
-0.264	0.0165	-0.286	-0.0288	-0.129	-0.0593	0.275	-0.0462	0.92
-0.285	0.112	0.192	-0.27	0.0294	0.217	0.065	-0.0992	0.916
-0.299	0.208	0.0776	0.0814	-0.173	-0.308	-0.217	0.298	0.94
-0.285	-0.11	-0.132	0.116	-0.155	-0.247	0.173	0.296	0.972
-0.236	0.0906	-0.251	-0.12	-0.00752	0.305	-0.278	-0.0383	0.995
-0.0957	0.227	-0.228	0.263	-0.0815	0.314	-0.128	-0.223	0.829
-0.0841	-0.292	-0.271	0.149	0.165	0.2	-0.118	-0.175	0.966
-0.312	0.246	0.213	-0.0665	0.0724	0.00651	-0.265	0.284	0.965
-0.0113	-0.265	-0.167	-0.0762	0.182	0.0222	0.0984	0.0661	1.01
0.185	-0.273	0.303	-0.102	-0.0111	0.275	-0.0982	0.274	0.859
-0.272	0.186	0.0484	-0.162	-0.107	-0.184	0.302	0.0291	0.918
-0.147	0.16	0.244	0.00174	0.186	-0.223	-0.285	-0.231	0.954
0.232	-0.00785	-0.08	-0.289	0.105	0.291	0.0311	0.127	0.931
0.0417	0.011	-0.198	0.112	-0.185	-0.0102	0.162	0.155	0.883
0.0121	0.0691	0.285	-0.232	-0.1	0.00409	-0.296	-0.154	0.877
0.098	0.223	-0.217	-0.0694	-0.0478	0.309	-0.241	-0.122	0.908
0.215	0.041	0.258	0.187	-0.0144	0.302	-0.194	0.0966	0.798
0.161	-0.297	-0.297	0.0922	-0.262	0.0811	0.182	-0.183	0.807
-0.165	0.11	-0.077	0.0908	-0.0933	-0.274	-0.281	-0.0181	0.963
-0.19	0.223	-0.13	-0.084	0.0114	0.0604	-0.238	-0.312	0.968
-0.198	0.147	0.115	0.276	0.225	-0.0847	0.0399	0.0849	0.922
-0.298	0.291	-0.161	0.304	-0.14	0.168	0.281	0.171	0.775
-0.278	-0.277	-0.126	-0.0885	-0.289	0.0492	0.0443	0.294	0.941
-0.0401	0.0612	0.143	-0.133	0.00126	-0.032	-0.13	-0.172	0.914
-0.0344	0.297	-0.177	-0.217	-0.119	-0.159	0.2	0.277	0.917
0.31	-0.218	0.0554	0.234	0.162	-0.0279	-0.0705	-0.0284	0.883
0.219	0.187	0.249	-0.0189	0.204	-0.196	0.0487	0.0556	0.897
0.278	0.257	-0.233	0.233	-0.232	-0.181	0.0508	-0.261	0.786
-0.0293	0.136	-0.179	-0.307	-0.0189	-0.19	-0.151	0.00123	0.987
-0.091	0.07	-0.164	-0.068	-0.287	0.306	-0.214	-0.114	0.859
0.0342	-0.209	-0.0552	-0.053	-0.0696	0.22	-0.293	-0.131	0.907
0.0666	-0.039	-0.171	0.197	-0.00918	0.201	0.0993	0.192	0.876
-0.146	-0.244	-0.0763	0.234	0.238	0.236	0.191	0.0356	0.909
-0.105	0.151	0.0694	-0.059	0.189	-0.102	0.0833	0.289	0.979
-0.0826	0.12	-0.106	-0.246	-0.252	-0.0503	0.16	-0.18	0.88
-0.273	0.251	-0.308	0.281	-0.106	0.306	0.175	-0.246	0.722
-0.128	0.223	-0.0974	-0.0773	-0.275	0.13	-0.261	0.284	0.888
0.24	0.156	-0.255	-0.0499	-0.152	-0.214	-0.0576	0.0783	0.917
-0.314	-0.214	0.157	-0.177	-0.0864	0.175	-0.0629	0.313	0.953
-0.309	0.0449	0.176	-0.0605	-0.0864	-0.126	0.225	-0.225	0.887
0.234	0.0371	-0.29	-0.264	0.192	-0.0163	-0.0346	-0.219	1
0.101	-0.073	0.165	0.0106	0.067	-0.133	0.279	0.0362	0.86
-0.232	-0.285	0.112	0.00607	0.148	-0.289	0.303	0.293	0.991
-0.187	0.145	-0.074	0.165	0.292	0.0391	0.0994	0.108	0.959
-0.126	0.245	-0.147	-0.241	0.175	-0.137	-0.0606	0.0788	1.02
0.201	-0.193	-0.265	-0.252	-0.021	0.11	0.004	-0.156	0.939
-0.159	-0.0311	-0.302	0.262	-0.201	0.245	0.0612	0.189	0.838
-0.132	0.134	-0.161	-0.266	-0.202	0.296	0.112	0.147	0.886
-0.302	0.13	0.0881	-0.123	0.0759	0.11	-0.102	-0.203	0.949
-0.207	0.187	-0.175	-0.25	0.231	-0.105	0.25	-0.257	1.01
0.313	-0.184	0.285	-0.262	-0.227	-0.109	-0.077	0.0196	0.842
-0.215	-0.247	0.263	0.113	-0.306	0.155	0.272	0.112	0.743
-0.08	0.0962	-0.13	-0.0836	-0.25	0.282	0.179	0.257	0.822
0.0644	-0.184	0.151	-0.0912	0.0685	-0.22	0.268	-0.19	0.901
0.155	0.0507	0.0874	-0.0188	0.101	-0.236	0.147	-0.0445	0.904
0.109	-0.0863	0.182	0.233	0.198	0.0602	-0.235	0.222	0.916
0.185	-0.0705	0.0137	0.191	0.292	-0.124	0.146	0.0332	0.916
0.262	0.168	0.0491	-0.297	0.216	0.293	-0.13	0.223	0.924
-0.293	0.218	-0.197	-0.107	-0.175	0.0525	0.0821	-0.257	0.893
-0.0922	0.136	-0.202	0.0275	0.248	0.241	0.206	-0.181	0.886
-0.0168	0.107	-0.173	-0.287	-0.0826	-0.258	0.249	-0.241	0.927
0.175	-0.141	0.279	-0.00551	-0.235	-0.132	0.256	0.281	0.803
0.04	0.296	-0.0898	-0.21	0.0457	-0.00772	-0.0261	-0.103	0.95
0.306	-0.0952	0.141	-0.0781	0.199	-0.299	0.208	0.285	0.922
0.104	-0.0762	0.201	-0.284	0.0836	0.0724	-0.28	0.0509	0.926
0.243	-0.218	0.0383	0.271	0.231	-0.204	0.257	-0.0824	0.888
0.297	0.235	0.234	-0.0129	-0.307	-0.0181	0.216	-0.285	0.694
-0.225	-0.264	0.248	0.0865	0.0358	0.00639	0.204	0.0979	0.889
-0.293	-0.157	-0.277	-0.145	0.224	-0.000464	-0.159	-0.177	1.09
-0.000826	0.069	0.235	-0.146	0.295	-0.258	0.179	-0.0139	0.931
-0.0574	0.0536	0.0555	-0.266	-0.16	0.294	-0.168	0.162	0.903
0.286	0.245	-0.241	-0.182	0.101	0.0778	-0.0826	-0.299	0.918
0.204	0.156	0.0226	-0.0988	-0.307	0.296	-0.185	0.112	0.821
0.214	-0.0754	0.205	0.00767	-0.000423	0.308	0.215	0.104	0.764
0.132	-0.0639	0.291	0.151	-0.194	-0.0959	-0.184	-0.0301	0.828
0.011	-0.154	-0.134	-0.0718	-0.225	0.292	0.0963	-0.00544	0.842
0.275	0.235	0.286	-0.169	0.17	-0.00726	0.0036	0.285	0.884
0.166	0.229	-0.12	-0.241	-0.00735	-0.0567	0.151	0.214	0.931
0.153	-0.269	0.0678	0.00187	-0.304	0.284	0.205	0.228	0.783
-0.135	0.255	0.283	0.034	0.224	0.217	-0.166	0.218	0.909
-0.306	0.113	0.198	-0.091	-0.0341	-0.00902	0.12	0.2	0.939
-0.0145	-0.0389	0.142	-0.0714	-0.0468	-0.248	-0.154	0.288	0.922
0.206	-0.15	0.0848	0.0294	-0.201	-0.285	0.12	0.218	0.861
0.235	0.192	0.264	-0.257	0.277	-0.148	-0.101	-0.122	0.923
-0.173	0.265	0.18	-0.309	0.0465	-0.155	-0.307	0.149	0.943
0.00272	0.261	-0.12	-0.0661	-0.238	-0.267	0.306	-0.0155	0.851
-0.184	-0.193	0.11	0.0321	0.258	0.0658	0.293	-0.119	0.865
0.287	-0.11	-0.231	0.283	0.26	0.252	0.034	0.176	0.921
0.295	-0.0812	0.233	-0.00923	-0.299	0.0694	-0.156	0.269	0.81
0.012	-0.0114	-0.26	-0.00566	-0.267	-0.196	-0.0252	0.036	0.897
0.144	-0.169	0.263	-0.237	0.173	-0.0788	-0.303	0.194	0.932
-0.00216	-0.17	-0.0745	0.0685	-0.0469	0.188	0.238	0.172	0.886
0.219	0.169	-0.278	0.0271	-0.0304	0.198	-0.104	0.274	0.931
0.162	-0.231	-0.075	-0.0482	0.284	-0.141	-0.243	-0.161	1.02
0.113	0.149	0.121	-0.265	0.248	-0.186	-0.285	0.0488	0.96
-0.104	-0.302	0.275	-0.278	0.125	-0.162	0.167	0.207	0.949
0.138	0.0717	0.00443	0.208	0.188	0.206	0.0379	-0.122	0.837
0.148	0.0107	-0.267	0.152	0.311	-0.196	0.197	0.158	0.995
-0.0129	-0.269	0.0519	0.0482	-0.146	-0.133	-0.264	0.105	0.952
-0.0762	-0.0377	-0.114	0.0439	-0.0123	0.0172	-0.0321	-0.148	0.922
0.259	-0.226	0.296	-0.168	0.216	-0.128	-0.297	0.0679	0.92
-0.208	-0.203	-0.176	-0.259	-0.0415	-0.165	0.159	-0.0224	1.01
-0.147	-0.0392	0.202	-0.0943	-0.062	0.054	-0.155	-0.11	0.9
-0.188	-0.18	0.209	-0.167	-0.0845	0.109	-0.211	0.0299	0.925
0.195	-0.249	0.238	-0.138	-0.296	0.254	-0.17	-0.153	0.776
-0.21	0.276	0.152	0.253	-0.0111	-0.26	-0.0709	-0.247	0.889
-0.281	-0.251	0.233	-0.255	0.22	0.178	0.114	0.244	0.977
-0.25	-0.294	-0.195	-0.129	-0.165	-0.287	0.211	-0.0776	0.971
0.0779	-0.196	0.0791	0.243	0.0612	-0.227	-0.101	0.174	0.951
-0.275	0.0388	-0.269	-0.251	-0.0982	0.0962	0.162	0.0397	0.971
0.26	-0.272	-0.0345	-0.246	0.239	0.00574	-0.115	-0.0515	0.975
0.0121	0.131	-0.16	0.274	-0.0674	-0.215	-0.22	-0.00477	0.924
0.258	0.107	-0.281	-0.0748	-0.288	-0.0671	0.0912	-0.301	0.8
0.261	-0.154	-0.198	-0.146	-0.126	0.25	0.224	-0.108	0.845
0.169	0.256	0.26	-0.141	-0.235	-0.206	-0.107	0.113	0.837
-0.152	-0.0761	0.169	-0.173	0.00812	0.00335	0.181	0.0208	0.897
-0.249	0.0692	-0.0775	0.234	0.15	-0.247	0.163	0.0745	0.953
-0.135	0.068	-0.11	0.265	0.0277	0.0505	-0.27	0.163	0.949
-0.266	-0.0654	0.0228	0.0325	-0.161	0.292	-0.0107	0.102	0.893
-0.172	0.272	0.273	-0.0978	0.311	0.293	0.158	0.194	0.864
-0.102	0.308	0.118	0.0239	0.212	0.0251	0.192	0.17	0.93
0.27	0.0319	-0.232	0.0968	-0.219	0.223	-0.202	0.156	0.849
-0.296	0.222	-0.0982	-0.238	0.0605	0.155	-0.107	0.312	1.02
0.313	0.0572	-0.29	0.147	0.0778	-0.0713	-0.3	0.231	0.966
0.107	0.171	0.216	0.0328	0.0909	-0.0206	-0.12	-0.274	0.857
0.234	-0.293	0.0778	0.0176	-0.3	0.113	0.119	-0.123	0.785
-0.0562	0.0154	0.0707	0.148	0.183	0.091	0.137	0.28	0.907
-0.0557	-0.254	0.0571	-0.2	-0.0983	0.0684	0.189	-0.0142	0.886
-0.13	-0.219	0.112	0.059	0.093	0.133	0.257	-0.293	0.824
0.0452	0.113	0.0898	0.14	-0.00289	-0.309	0.104	-0.272	0.865
0.0899	0.192	-0.285	-0.269	-0.174	-0.14	0.0806	0.159	0.91
0.0312	-0.307	-0.106	-0.0989	-0.0182	-0.177	-0.242	-0.11	0.989
0.121	0.109	0.0746	-0.0298	-0.122	0.274	0.29	0.239	0.783
0.302	-0.00985	0.217	-0.126	-0.0781	-0.231	-0.254	-0.0558	0.876
-0.258	0.274	-0.276	-0.0807	0.2	-0.245	0.0132	0.11	1.05
0.102	-0.114	0.123	0.0975	-0.226	0.114	-0.241	0.237	0.875
0.183	-0.255	0.0215	0.0337	0.0409	-0.0253	0.0893	0.09	0.905
0.16	-0.228	0.0692	-0.277	0.15	0.132	-0.191	0.0078	0.975
-0.00644	-0.0617	-0.159	-0.17	0.158	-0.222	0.162	-0.294	0.983
-0.187	-0.000167	0.203	-0.218	0.195	-0.0447	-0.0496	-0.189	0.964
-0.0973	-0.289	0.099	-0.148	-0.000525	-0.118	-0.312	-0.277	0.954
0.187	-0.1	0.281	0.147	-0.0324	-0.211	-0.227	0.0789	0.89
-0.142	-0.243	0.2	-0.149	0.126	0.0315	0.053	0.0863	0.939
-0.261	0.106	-0.0735	0.0747	0.184	-0.0617	0.173	-0.248	0.931
-0.143	0.00872	0.144	0.116	0.0452	-0.266	0.2	0.0337	0.924
-0.0419	0.241	-0.123	0.182	-0.164	0.217	0.202	0.118	0.789
0.258	0.22	0.0849	-0.264	-0.155	-0.256	-0.0638	-0.00505	0.879
0.167	-0.291	-0.00487	0.199	0.182	-0.226	0.245	-0.00372	0.906
0.162	-0.00343	-0.102	-0.139	0.235	0.29	0.312	-0.255	0.853
0.21	0.24	0.173	-0.296	-0.115	0.202	0.061	0.2	0.843
-0.147	-0.053	-0.104	0.0694	0.188	0.169	0.0906	0.311	0.96
-0.174	-0.0882	0.157	-0.268	0.237	-0.145	0.161	-0.295	0.982
-0.313	-0.28	0.252	0.279	0.295	-0.251	-0.132	0.192	0.963
-0.263	0.0463	0.0216	0.284	-0.0526	0.0684	0.236	-0.258	0.754
0.0925	0.29	-0.187	-0.101	-0.309	-0.0506	-0.0489	-0.311	0.813
0.114	-0.264	0.0262	0.213	-0.231	0.308	-0.0426	0.197	0.803
0.133	0.252	0.032	0.251	-0.107	-0.23	0.192	-0.149	0.818
0.0134	0.256	-0.153	-0.0263	0.021	0.128	-0.0249	0.293	0.944
-0.166	0.11	-0.0128	0.207	-0.235	-0.126	-0.183	0.151	0.902
0.235	-0.21	0.222	0.0276	-0.284	-0.201	0.0122	0.217	0.828
0.103	0.152	0.191	0.141	-0.306	0.25	0.229	-0.0138	0.647
0.265	-0.0864	0.00511	0.0512	-0.0202	-0.044	0.211	-0.215	0.809
0.0321	-0.0761	-0.189	-0.0898	-0.121	-0.238	0.2	-0.0314	0.926
0.182	0.204	0.263	0.0527	-0.31	0.00608	0.0421	-0.298	0.71
-0.0352	0.259	-0.303	0.289	0.169	-0.204	0.0815	0.163	0.979
0.194	0.096	0.12	0.293	-0.0222	-0.101	0.0261	0.213	0.854
-0.0576	0.297	0.224	-0.186	-0.221	0.142	0.148	-0.013	0.803
-0.124	0.255	0.117	0.204	-0.228	0.166	0.254	0.13	0.723
0.0499	0.0267	-0.211	0.113	0.0909	-0.191	-0.273	0.0174	0.99
-0.0172	0.232	0.226	-0.0306	-0.282	-0.274	0.14	0.177	0.838
-0.0417	0.174	-0.0144	0.25	-0.0949	-0.0928	-0.0753	0.159	0.896
0.229	-0.261	-0.208	-0.301	0.0401	0.287	0.24	-0.204	0.902
0.237	0.0142	-0.0607	0.135	0.116	-0.0997	0.154	0.152	0.915
-0.105	-0.296	0.184	0.029	-0.195	-0.232	0.0358	0.224	0.894
0.0987	-0.298	-0.2	0.276	-0.0606	0.00753	-0.0858	0.0642	0.931
-0.0642	0.258	0.00906	0.113	0.188	0.228	0.155	0.0367	0.837
-0.255	-0.189	0.219	-0.108	0.086	-0.0773	0.244	-0.228	0.895
-0.18	-0.183	0.111	0.282	-0.249	0.121	0.311	0.0919	0.701
-0.156	-0.154	-0.245	0.0793	-0.19	0.314	-0.101	-0.275	0.841
-0.0673	-0.203	-0.152	0.0893	0.0228	0.034	-0.21	0.202	0.999
-0.0337	-0.115	0.205	-0.0892	-0.266	-0.211	0.073	-0.124	0.866
-0.2	0.308	-0.115	0.255	-0.139	-0.0679	-0.277	-0.173	0.899
0.202	-0.238	-0.0905	-0.129	0.207	-0.26	-0.00434	-0.138	1.02
0.00535	0.133	0.165	-0.176	-0.114	-0.0418	0.00586	0.155	0.881
0.135	0.00694	0.173	0.00166	-0.291	-0.0799	-0.124	0.0858	0.833
0.113	-0.269	0.014	0.257	0.199	-0.0967	-0.174	-0.128	0.963
0.22	0.217	0.141	-0.137	0.184	-0.275	0.178	0.0988	0.928
-0.12	-0.0974	0.0651	-0.119	0.265	0.0439	0.0348	0.153	1.01
0.293	0.0285	0.257	-0.166	0.0445	0.0358	-0.0852	-0.0676	0.865
-0.239	-0.211	0.0489	-0.0816	0.159	-0.185	-0.0144	-0.244	0.979
-0.265	0.0953	0.172	0.0911	0.0789	0.084	0.0117	-0.142	0.854
-0.273	0.0402	-0.0452	-0.0801	0.184	-0.195	-0.205	-0.246	1.02
-0.266	-0.248	-0.153	-0.118	0.178	0.148	0.0891	-0.116	1.02
-0.162	-0.0415	0.0321	-0.114	-0.166	0.118	-0.197	0.182	0.921
-0.165	-0.0715	-0.0203	0.261	-0.0176	0.187	-0.00305	-0.048	0.84
0.281	0.296	0.205	-0.155	-0.113	-0.086	0.206	0.105	0.839
-0.146	0.118	-0.057	0.236	0.245	0.293	-0.194	-0.00528	0.932
0.144	-0.0295	-0.197	0.0371	0.0177	0.091	0.0493	-0.154	0.901
-0.249	-0.0134	0.311	-0.0625	-0.271	-0.189	-0.208	0.174	0.875
-0.0694	0.17	-0.0304	0.0426	0.229	-0.0964	-0.268	-0.141	0.977
-0.256	0.071	-0.288	0.145	0.259	-0.0748	0.0414	-0.123	1.04
-0.185	-0.0507	0.215	-0.205	0.288	-0.0109	-0.268	-0.223	0.974
0.131	-0.238	0.107	0.217	-0.116	-0.129	0.264	0.0403	0.855
-0.135	0.124	-0.193	0.218	0.033	0.282	-0.00362	-0.193	0.852
0.127	-0.0953	0.242	0.187	-0.199	-0.29	0.0672	-0.176	0.824
0.0555	0.155	0.148	-0.00661	0.213	0.267	0.198	0.231	0.858
0.147	-0.29	0.0551	0.104	0.0307	-0.299	0.0734	0.166	0.933
-0.298	0.0945	-0.223	-0.0361	0.265	-0.0385	-0.0585	-0.0716	1.05
0.00462	-0.098	0.126	-0.264	0.0445	-0.089	0.266	0.133	0.918
-0.29	-0.249	-0.164	0.156	0.255	-0.182	-0.157	-0.187	1.06
-0.212	-0.163	-0.0588	-0.279	0.271	-0.107	0.29	-0.205	1.03
0.17	-0.247	-0.0907	-0.174	-0.171	-0.0696	-0.0605	-0.0936	0.936
-0.0182	-0.118	-0.16	-0.219	-0.194	0.0657	-0.0312	0.15	0.944
0.0189	0.238	-0.000686	0.0419	-0.292	0.012	0.143	-0.176	0.755
0.268	-0.202	-0.218	-0.209	0.141	0.22	-0.0737	-0.0311	0.972
0.313	-0.0594	-0.183	-0.312	0.054	-0.22	0.0556	-0.213	0.951
0.108	0.0401	0.254	-0.0242	0.281	0.302	0.244	-0.247	0.757
-0.116	0.0367	-0.0473	0.239	0.298	0.181	0.152	0.17	0.897
-0.0299	-0.123	-0.038	-0.0182	0.245	0.0278	0.0809	-0.211	0.954
-0.288	-0.149	0.227	-0.208	0.216	0.1	-0.0305	-0.0285	0.976
0.115	0.181	-0.174	0.178	-0.157	-0.0692	-0.128	0.0824	0.891
0.0655	0.199	-0.0719	0.0745	0.275	-0.301	-0.0708	-0.165	0.988
-0.0482	0.113	0.265	-0.313	-0.195	0.0859	-0.0788	0.0101	0.856
-0.22	-0.0827	0.0751	0.307	0.0163	-0.165	0.193	0.11	0.879
-0.18	0.154	-0.216	-0.156	-0.0771	-0.0959	0.254	0.0595	0.967
0.211	-0.135	0.3	-0.279	0.287	0.0133	-0.137	0.198	0.911
-0.201	-0.167	0.173	0.102	-0.216	-0.0795	-0.165	-0.159	0.874
0.194	-0.0984	-0.18	0.294	-0.175	-0.158	-0.0662	0.0358	0.873
-0.0678	0.303	0.299	0.115	0.052	-0.189	0.125	0.0218	0.877
-0.248	0.273	0.12	-0.138	-0.108	-0.0339	0.00172	0.0218	0.911
0.0994	-0.17	-0.23	0.0223	0.108	0.0241	-0.0112	0.0915	0.984
0.195	0.259	-0.0336	-0.292	-0.0631	-0.0348	-0.211	0.0416	0.915
0.199	0.209	0.161	0.157	-0.13	0.108	-0.172	-0.00169	0.816
0.0841	0.241	0.143	-0.0674	-0.0364	-0.172	-0.255	-0.0992	0.919
0.216	0.268	0.162	0.251	-0.277	-0.257	-0.297	-0.198	0.823
-0.256	0.0257	0.313	0.112	0.208	-0.177	-0.267	0.1	0.936
0.182	0.281	-0.249	-0.0165	-0.183	0.307	-0.0563	0.119	0.847
0.0477	-0.158	-0.0276	0.217	0.00379	0.142	0.308	-0.179	0.785
0.125	-0.178	-0.0735	0.3	0.206	0.0871	0.179	-0.302	0.8
-0.211	-0.179	-0.0435	-0.203	-0.302	-0.11	-0.117	0.0697	0.956
-0.128	-0.13	0.199	0.0422	0.193	0.296	-0.286	-0.242	0.918
0.287	-0.129	-0.244	0.104	-0.0315	-0.175	-0.0496	0.181	0.95
0.00981	-0.0766	-0.201	0.227	0.0723	-0.198	-0.216	-0.22	0.966
0.203	0.225	0.103	0.0722	0.026	-0.0829	0.261	0.123	0.855
-0.284	0.043	0.00352	0.276	-0.137	-0.27	0.131	0.0803	0.884
0.0323	-0.0106	0.179	-0.0593	0.0967	0.291	0.174	-0.251	0.824
-0.217	-0.218	0.235	-0.167	-0.165	-0.248	0.145	-0.0464	0.907
0.00966	-0.0232	-0.0625	-0.165	-0.288	0.219	0.0118	-0.194	0.831
0.297	0.00714	-0.215	0.313	0.0468	0.0672	-0.149	-0.0462	0.897
-0.225	0.0053	-0.123	-0.215	-0.137	-0.287	-0.296	0.156	0.964
-0.0227	-0.187	-0.304	-0.299	0.034	-0.105	0.025	-0.125	1.01
-0.141	0.302	-0.036	0.257	0.0513	0.279	-0.189	-0.0793	0.853
-0.024	0.0652	-0.238	-0.261	-0.307	0.142	0.102	-0.19	0.839
0.0269	-0.103	-0.168	-0.0653	-0.28	0.149	0.16	0.0553	0.828
0.272	0.131	-0.279	-0.0993	0.0856	-0.00546	0.015	0.204	0.96
-0.0392	-0.151	-0.289	-0.016	-0.301	0.0436	0.267	0.246	0.865
0.212	-0.15	-0.163	0.104	0.0669	0.311	-0.18	-0.0632	0.903
0.12	-0.0283	0.0891	0.138	-0.0933	0.129	0.0852	0.22	0.855
-0.243	0.303	0.0559	0.0699	-0.284	0.308	0.152	-0.0787	0.717
-0.223	0.18	0.0504	0.0355	-0.265	-0.0841	-0.108	-0.263	0.867
0.0635	0.265	0.148	-0.0747	-0.285	0.212	0.0281	-0.293	0.73
0.125	0.0461	-0.295	-0.2	-0.0891	-0.0604	0.191	0.193	0.947
-0.313	-0.0798	0.0145	-0.0197	-0.217	0.0916	-0.0121	-0.143	0.886
-0.194	0.272	0.218	-0.286	-0.00192	0.231	0.268	0.256	0.874
-0.042	-0.115	0.246	0.184	-0.2	-0.183	-0.305	-0.021	0.868
0.141	-0.152	0.218	-0.128	0.0834	0.127	-0.123	0.09	0.916
0.186	0.0172	-0.162	-0.289	-0.132	-0.129	0.193	-0.113	0.887
-0.0554	-0.0145	0.0767	0.0763	0.058	-0.247	0.183	0.0286	0.917
-0.281	-0.248	0.0956	-0.267	0.0513	0.268	-0.246	-0.13	0.978
-0.13	0.229	0.044	0.19	-0.12	-0.265	-0.0637	-0.0106	0.919
0.279	-0.0995	-0.226	0.314	-0.0301	-0.305	0.152	0.251	0.919
-0.076	0.109	-0.206	0.304	-0.189	-0.0925	0.00123	0.249	0.895
0.117	-0.121	-0.0254	0.119	-0.253	-0.309	0.00385	-0.149	0.84
0.19	0.128	0.236	0.236	-0.0271	-0.178	-0.092	0.236	0.861
-0.218	0.208	-0.131	0.104	0.0497	0.107	-0.201	0.0562	0.963
-0.0457	0.228	0.126	-0.0897	-0.143	0.293	0.0604	-0.0482	0.807
0.143	-0.0949	-0.187	0.08	0.257	0.0296	-0.0593	0.0648	0.994
-0.153	-0.0984	-0.0534	0.147	-0.187	-0.0144	0.195	0.104	0.864
-0.152	0.0649	0.000564	-0.0614	-0.134	-0.234	-0.254	-0.241	0.933
-0.231	-0.0726	0.049	-0.0328	0.201	0.245	0.185	-0.218	0.875
0.287	0.134	0.153	-0.227	-0.0221	0.234	0.223	0.222	0.841
0.257	0.192	-0.0904	0.0461	-0.21	0.197	0.0494	-0.0913	0.784
0.086	0.109	-0.119	0.0431	-0.136	0.0296	0.295	0.109	0.833
-0.149	-0.129	-0.157	-0.0409	0.0677	0.289	-0.0955	0.298	0.986
0.0565	0.179	0.114	-0.239	-0.174	0.00548	-0.16	0.312	0.894
0.119	0.195	-0.185	-0.0601	0.0862	-0.254	0.214	0.227	0.966
0.28	0.0682	0.0569	-0.159	0.0762	-0.126	-0.272	-0.00635	0.916
-0.0159	0.094	0.166	0.312	0.227	0.11	-0.144	0.124	0.88
-0.142	0.111	-0.287	0.266	0.149	-0.0068	-0.0324	0.124	0.986
0.117	-0.0629	-0.197	-0.118	-0.244	0.00429	-0.293	0.228	0.915
-0.261	-0.249	0.0167	0.149	0.19	-0.0878	-0.0113	-0.142	0.987
0.134	-0.0736	-0.0938	0.295	0.0456	0.0565	0.0216	0.191	0.897
-0.275	-0.281	-0.193	-0.0718	0.0233	0.0697	0.0873	0.292	1.01
